sale_id,sale_date,store_id,product_id,customer_id,qty,unit_price,total_amount,payment_type
15750,2025-04-11,71,4,1622,3,250,750,UPI
15751,2024-10-18,33,6,4717,2,220,440,Card
15752,2023-09-29,26,1,3848,1,120,120,Cash
15753,2023-08-30,87,4,4182,3,250,750,UPI
15754,2023-04-15,107,12,496,1,240,240,Card
15755,2024-01-29,26,4,45302,2,250,500,Card
15756,2023-03-27,56,3,603,2,200,400,UPI
15757,2024-07-04,29,6,3734,1,220,220,UPI
15758,2023-04-15,93,11,3503,1,190,190,Wallet
15759,2023-12-02,46,1,2699,1,120,120,UPI
15760,2023-05-18,37,10,3132,2,90,180,Card
15761,2025-04-06,25,10,5129,1,90,90,UPI
15762,2024-08-26,135,8,817,1,150,150,UPI
15763,2024-08-07,38,8,45012,1,150,150,UPI
15764,2023-02-20,12,11,2106,1,190,190,UPI
15765,2024-04-23,49,2,2316,2,180,360,UPI
15766,2025-01-22,136,4,5184,1,250,250,Card
15767,2024-04-22,1,6,1798,1,220,220,UPI
15768,2024-12-01,25,3,3597,1,200,200,UPI
15769,2024-01-14,85,3,45530,5,200,1000,UPI
15770,2023-11-28,99,4,695,2,250,500,UPI
15771,2025-05-07,54,9,7,1,230,230,Cash
15772,2025-07-06,83,2,1722,1,180,180,Card
15773,2023-05-21,69,5,5242,1,80,80,UPI
15774,2024-01-29,79,9,745,2,230,460,Card
15775,2024-12-05,146,8,5202,1,150,150,Cash
15776,2025-02-16,127,4,45305,2,250,500,Card
15777,2024-06-11,4,1,45258,1,120,120,UPI
15778,2023-09-18,110,4,45784,2,250,500,Cash
15779,2024-02-10,7,2,5938,1,180,180,Card
15780,2024-12-08,144,9,1171,1,230,230,Card
15781,2024-04-09,34,1,2933,1,120,120,Card
15782,2024-04-14,102,10,3589,2,90,180,Card
15783,2023-07-19,68,7,594,1,210,210,UPI
15784,2023-01-05,112,9,115,4,230,920,Card
15785,2023-10-20,98,3,1968,2,200,400,UPI
15786,2024-05-23,117,2,2350,4,180,720,Cash
15787,2025-07-29,112,3,2002,1,200,200,UPI
15788,2024-02-12,111,7,1207,2,210,420,UPI
15789,2024-03-14,2,3,4249,1,200,200,UPI
15790,2023-06-10,9,11,45126,1,190,190,UPI
15791,2023-01-26,91,1,4592,1,120,120,Card
15792,2023-09-16,53,12,3055,1,240,240,Card
15793,2023-12-17,144,1,2138,4,120,480,UPI
15794,2025-02-22,45,12,4393,5,240,1200,UPI
15795,2025-01-16,142,3,2332,2,200,400,UPI
15796,2025-09-29,39,7,2267,1,210,210,Card
15797,2023-12-17,49,10,4177,2,90,180,UPI
15798,2024-07-09,25,6,1012,1,220,220,Cash
15799,2023-05-08,31,9,5959,3,230,690,UPI
15800,2025-04-14,121,12,1224,1,240,240,UPI
15801,2024-09-23,6,10,45710,2,90,180,UPI
15802,2024-10-04,92,3,2600,1,200,200,UPI
15803,2024-04-26,21,11,3766,3,190,570,Cash
15804,2025-02-10,97,8,3801,1,150,150,Cash
15805,2025-01-14,21,3,45482,4,200,800,UPI
15806,2024-04-14,68,9,4265,1,230,230,Card
15807,2023-05-29,52,6,1349,2,220,440,UPI
15808,2023-11-13,63,8,360,1,150,150,UPI
15809,2023-05-21,41,4,514,2,250,500,Card
15810,2023-11-13,48,7,5353,1,210,210,UPI
15811,2024-07-23,55,11,2259,1,190,190,UPI
15812,2023-04-29,62,11,1699,1,190,190,Card
15813,2025-02-24,39,9,3477,2,230,460,UPI
15814,2023-10-19,116,12,1790,1,240,240,Card
15815,2023-01-14,118,4,2360,1,250,250,Card
15816,2023-08-08,50,7,4150,1,210,210,Card
15817,2024-07-06,139,12,5248,1,240,240,Cash
15818,2025-03-09,42,11,45496,1,190,190,Cash
15819,2024-08-03,64,8,5307,3,150,450,Card
15820,2023-10-31,30,1,4585,2,120,240,Cash
15821,2024-02-20,125,10,45218,1,90,90,Card
15822,2024-10-11,39,2,3286,1,180,180,Card
15823,2024-05-09,55,1,4368,1,120,120,Cash
15824,2025-04-10,60,6,4543,1,220,220,UPI
15825,2023-05-02,44,2,1907,2,180,360,Cash
15826,2024-06-26,110,5,3268,1,80,80,Card
15827,2023-11-23,142,10,2027,2,90,180,Card
15828,2025-08-24,58,6,4179,2,220,440,Card
15829,2025-03-30,136,5,923,1,80,80,Card
15830,2025-04-15,29,6,14,1,220,220,Cash
15831,2024-07-20,66,2,45757,1,180,180,UPI
15832,2025-09-17,77,12,1865,1,240,240,Cash
15833,2023-09-18,81,7,3019,2,210,420,Card
15834,2023-07-04,38,7,1527,2,210,420,UPI
15835,2025-01-29,106,3,2941,1,200,200,Card
15836,2025-05-04,100,3,2703,1,200,200,UPI
15837,2025-07-24,24,1,3617,2,120,240,Card
15838,2024-05-24,129,1,2881,3,120,360,Card
15839,2024-06-17,131,10,657,1,90,90,UPI
15840,2025-08-25,17,8,2362,3,150,450,UPI
15841,2025-08-20,2,8,4591,1,150,150,Cash
15842,2023-03-31,74,12,4173,1,240,240,Card
15843,2025-06-15,69,10,45781,2,90,180,UPI
15844,2025-03-22,138,6,3803,1,220,220,Card
15845,2024-04-16,66,5,45436,2,80,160,UPI
15846,2023-04-29,76,11,4835,1,190,190,UPI
15847,2023-09-23,89,10,5845,3,90,270,Cash
15848,2025-05-10,32,1,2817,1,120,120,Cash
15849,2024-08-05,57,4,45016,1,250,250,Cash
15850,2024-05-28,45,9,4343,2,230,460,UPI
15851,2024-07-14,13,11,45738,2,190,380,UPI
15852,2025-03-16,134,5,4190,2,80,160,UPI
15853,2023-06-21,128,10,5587,2,90,180,UPI
15854,2024-08-08,47,6,1357,1,220,220,UPI
15855,2024-12-16,54,1,1801,3,120,360,UPI
15856,2024-06-20,60,3,4104,1,200,200,UPI
15857,2025-08-22,78,7,1354,1,210,210,Card
15858,2023-10-04,100,2,45487,1,180,180,Cash
15859,2023-12-01,146,3,3899,1,200,200,UPI
15860,2025-04-15,87,10,2604,1,90,90,UPI
15861,2023-11-16,93,8,3012,1,150,150,UPI
15862,2023-05-31,23,12,45642,1,240,240,Card
15863,2025-07-01,120,12,5063,1,240,240,Cash
15864,2023-12-09,1,3,269,1,200,200,Card
15865,2024-04-28,9,3,3196,1,200,200,UPI
15866,2025-04-07,12,7,1696,1,210,210,Cash
15867,2025-06-07,109,1,45762,1,120,120,Card
15868,2023-05-23,11,8,3875,1,150,150,UPI
15869,2025-04-30,12,12,923,1,240,240,Card
15870,2023-03-05,126,12,873,1,240,240,UPI
15871,2023-03-28,117,3,1831,1,200,200,Card
15872,2023-11-01,52,11,45410,1,190,190,Cash
15873,2025-04-07,88,6,543,2,220,440,UPI
15874,2023-04-12,130,5,5504,1,80,80,UPI
15875,2024-02-06,84,7,5787,1,210,210,UPI
15876,2024-08-21,106,8,1820,1,150,150,UPI
15877,2023-10-21,7,11,5425,1,190,190,Card
15878,2024-02-07,97,5,763,2,80,160,Cash
15879,2023-07-17,30,4,4458,1,250,250,Cash
15880,2025-07-31,129,11,1116,2,190,380,UPI
15881,2023-09-26,37,10,4278,1,90,90,UPI
15882,2024-04-29,17,7,5549,1,210,210,Cash
15883,2023-09-01,55,4,4656,1,250,250,UPI
15884,2023-06-09,72,7,5744,1,210,210,Card
15885,2025-08-02,85,2,867,1,180,180,Card
15886,2024-07-28,125,6,2221,1,220,220,Card
15887,2025-06-11,84,1,1792,1,120,120,UPI
15888,2024-12-20,44,3,4724,3,200,600,UPI
15889,2024-01-12,124,11,1719,1,190,190,Card
15890,2023-03-22,123,9,4474,1,230,230,Card
15891,2025-07-01,134,9,1745,2,230,460,Cash
15892,2023-06-07,13,6,1925,1,220,220,UPI
15893,2023-09-27,76,2,45501,2,180,360,Card
15894,2023-04-09,108,4,3958,3,250,750,Cash
15895,2025-03-11,111,7,2456,2,210,420,Card
15896,2024-05-03,128,12,4413,2,240,480,Card
15897,2023-08-29,50,8,3130,1,150,150,UPI
15898,2025-01-03,63,6,1270,1,220,220,Cash
15899,2023-10-28,136,8,1747,1,150,150,UPI
15900,2024-04-03,124,2,4341,1,180,180,Wallet
15901,2023-05-21,127,6,166,1,220,220,Cash
15902,2023-05-16,38,10,3542,3,90,270,UPI
15903,2024-04-04,4,9,456,1,230,230,UPI
15904,2024-09-15,123,3,4206,2,200,400,Card
15905,2023-05-17,115,1,5059,2,120,240,UPI
15906,2023-11-02,11,11,45227,1,190,190,Card
15907,2024-01-23,28,12,5196,2,240,480,Card
15908,2023-05-11,13,11,754,2,190,380,Card
15909,2024-05-31,115,2,4950,1,180,180,Card
15910,2025-09-22,113,7,4463,1,210,210,Wallet
15911,2024-07-07,135,12,5441,1,240,240,Card
15912,2024-07-17,26,10,4571,1,90,90,UPI
15913,2023-11-01,62,6,45232,1,220,220,UPI
15914,2023-03-25,17,6,45314,5,220,1100,Card
15915,2023-04-08,1,8,25,1,150,150,Wallet
15916,2024-05-13,47,9,45443,1,230,230,UPI
15917,2023-12-14,19,4,45922,2,250,500,UPI
15918,2023-03-02,24,7,193,1,210,210,Card
15919,2023-10-22,14,9,333,2,230,460,Card
15920,2023-04-02,63,7,5443,1,210,210,Cash
15921,2024-04-22,142,6,1591,1,220,220,Cash
15922,2024-04-06,113,9,4392,1,230,230,UPI
15923,2023-01-16,137,10,980,4,90,360,UPI
15924,2024-11-29,52,2,5694,1,180,180,UPI
15925,2024-11-15,54,1,4910,4,120,480,Cash
15926,2025-04-07,2,11,1872,1,190,190,Cash
15927,2023-05-17,101,1,2046,4,120,480,Card
15928,2023-06-05,4,12,45404,1,240,240,Card
15929,2023-03-15,24,6,5811,2,220,440,UPI
15930,2025-08-15,26,3,628,1,200,200,Card
15931,2024-09-24,87,12,45625,2,240,480,UPI
15932,2024-07-14,69,2,4624,2,180,360,Card
15933,2025-08-11,10,8,5720,1,150,150,UPI
15934,2025-05-02,31,3,5167,2,200,400,Cash
15935,2024-04-15,36,5,4144,1,80,80,Card
15936,2025-10-27,53,8,1212,1,150,150,Card
15937,2024-05-01,24,6,295,2,220,440,Card
15938,2024-05-11,52,8,814,1,150,150,Card
15939,2024-12-10,143,2,45487,1,180,180,Card
15940,2024-09-23,33,12,203,2,240,480,UPI
15941,2024-11-02,100,5,5631,3,80,240,Cash
15942,2024-01-04,98,8,4965,1,150,150,UPI
15943,2024-04-19,99,1,5179,1,120,120,UPI
15944,2024-05-20,48,4,3231,1,250,250,UPI
15945,2024-04-16,116,4,3199,1,250,250,UPI
15946,2023-07-05,138,9,45636,1,230,230,UPI
15947,2025-05-17,60,4,1106,2,250,500,UPI
15948,2023-10-13,32,12,1607,2,240,480,Cash
15949,2025-07-17,87,3,5032,1,200,200,Card
15950,2025-07-07,95,11,1481,2,190,380,UPI
15951,2023-06-02,19,7,3169,2,210,420,Card
15952,2023-08-08,48,4,702,1,250,250,UPI
15953,2024-09-23,18,9,633,1,230,230,Card
15954,2025-08-11,111,8,1664,1,150,150,UPI
15955,2025-07-17,32,7,3633,1,210,210,Cash
15956,2024-02-19,38,7,4932,1,210,210,Cash
15957,2024-06-14,126,10,5594,1,90,90,Card
15958,2023-08-26,45,1,558,1,120,120,UPI
15959,2023-03-27,1,4,2026,2,250,500,UPI
15960,2024-10-09,99,2,1778,2,180,360,Card
15961,2024-04-21,31,7,45880,4,210,840,UPI
15962,2023-05-08,123,4,4384,1,250,250,UPI
15963,2025-08-18,83,1,4520,2,120,240,Cash
15964,2023-06-09,40,9,3997,4,230,920,Card
15965,2023-02-05,129,3,284,1,200,200,Card
15966,2024-10-13,109,1,1377,3,120,360,Card
15967,2023-06-12,70,4,5129,1,250,250,Wallet
15968,2024-08-17,4,7,2202,1,210,210,Cash
15969,2025-09-22,63,3,45054,1,200,200,Card
15970,2024-08-14,95,4,45887,2,250,500,UPI
15971,2025-08-14,5,6,5183,1,220,220,Card
15972,2023-05-25,51,5,508,3,80,240,Card
15973,2023-01-27,136,3,5551,1,200,200,UPI
15974,2023-04-02,146,1,3333,1,120,120,UPI
15975,2025-03-28,61,4,5070,1,250,250,UPI
15976,2025-09-15,59,2,1476,1,180,180,UPI
15977,2023-07-25,128,11,510,1,190,190,Cash
15978,2023-09-06,36,11,1555,2,190,380,UPI
15979,2025-10-28,68,11,506,3,190,570,UPI
15980,2024-01-24,54,1,79,1,120,120,Wallet
15981,2023-07-28,132,7,5185,4,210,840,Card
15982,2023-07-11,44,8,2163,1,150,150,Card
15983,2024-09-20,141,2,5613,1,180,180,UPI
15984,2025-04-11,27,11,4931,1,190,190,UPI
15985,2023-08-08,102,10,5968,1,90,90,UPI
15986,2024-10-10,27,10,3047,1,90,90,Card
15987,2025-02-21,86,2,3756,1,180,180,UPI
15988,2023-07-15,128,9,458,1,230,230,UPI
15989,2023-08-25,4,10,3260,1,90,90,UPI
15990,2023-05-11,25,10,180,1,90,90,UPI
15991,2025-09-10,28,9,45758,1,230,230,Cash
15992,2025-02-14,93,12,45146,3,240,720,UPI
15993,2024-07-06,110,5,45575,1,80,80,UPI
15994,2025-09-18,84,4,5509,1,250,250,Card
15995,2024-09-16,102,1,3803,1,120,120,UPI
15996,2023-09-22,28,1,3044,1,120,120,UPI
15997,2025-10-07,115,4,45057,1,250,250,Card
15998,2024-08-14,123,12,2532,2,240,480,Cash
15999,2025-08-18,9,12,45702,1,240,240,Wallet
16000,2025-06-02,79,6,103,1,220,220,Card
16001,2024-08-15,12,11,4032,2,190,380,UPI
16002,2023-08-15,64,9,5656,1,230,230,Wallet
16003,2023-02-17,130,11,4061,1,190,190,UPI
16004,2025-04-01,139,1,1854,1,120,120,Card
16005,2023-10-28,15,4,4574,1,250,250,Card
16006,2025-09-07,52,3,323,3,200,600,Card
16007,2024-02-25,60,3,45810,1,200,200,Wallet
16008,2025-02-10,12,5,565,1,80,80,Card
16009,2025-06-09,29,5,2983,1,80,80,Card
16010,2023-05-15,52,1,4497,1,120,120,Cash
16011,2023-01-07,6,7,5692,1,210,210,Card
16012,2023-01-18,96,10,1493,1,90,90,Cash
16013,2024-06-20,47,8,1374,2,150,300,Card
16014,2025-06-02,145,11,5415,2,190,380,Wallet
16015,2023-12-24,35,9,2744,1,230,230,UPI
16016,2023-08-05,116,12,3708,2,240,480,UPI
16017,2025-10-25,105,9,507,1,230,230,Cash
16018,2025-09-12,134,10,1153,3,90,270,UPI
16019,2025-09-10,69,6,4163,1,220,220,UPI
16020,2025-09-11,53,12,1961,1,240,240,Card
16021,2024-06-30,23,12,5130,1,240,240,Card
16022,2025-02-03,16,8,2567,5,150,750,Card
16023,2023-07-21,78,2,45143,2,180,360,UPI
16024,2023-07-26,144,2,2222,2,180,360,UPI
16025,2025-05-06,24,12,3739,2,240,480,UPI
16026,2025-09-01,65,6,4395,1,220,220,UPI
16027,2024-12-09,113,12,5444,1,240,240,UPI
16028,2023-03-18,58,3,1277,1,200,200,UPI
16029,2023-11-09,64,10,4346,2,90,180,Card
16030,2023-09-03,115,3,45128,1,200,200,Card
16031,2023-08-15,80,10,3608,2,90,180,UPI
16032,2023-02-17,137,1,876,5,120,600,UPI
16033,2023-03-14,141,7,3756,2,210,420,Card
16034,2025-09-29,67,1,3565,2,120,240,UPI
16035,2025-10-23,98,3,5265,1,200,200,Card
16036,2024-12-20,73,4,4582,1,250,250,UPI
16037,2024-02-20,41,6,2171,1,220,220,Card
16038,2025-05-18,111,9,3372,2,230,460,Card
16039,2024-06-11,102,1,5466,1,120,120,UPI
16040,2025-08-14,116,5,4557,1,80,80,UPI
16041,2025-02-05,58,8,4597,1,150,150,UPI
16042,2023-07-20,9,5,2980,3,80,240,UPI
16043,2024-01-30,124,4,45646,1,250,250,Cash
16044,2023-10-25,79,12,45342,4,240,960,UPI
16045,2025-05-14,112,7,2163,1,210,210,UPI
16046,2024-12-20,110,11,45454,1,190,190,UPI
16047,2023-07-09,129,12,4014,2,240,480,UPI
16048,2023-08-13,51,9,45693,2,230,460,Card
16049,2025-08-05,73,2,1497,1,180,180,UPI
16050,2024-06-27,90,11,590,1,190,190,Card
16051,2023-05-18,137,11,5721,2,190,380,Card
16052,2024-04-03,76,4,3696,1,250,250,Card
16053,2024-06-03,97,9,3861,1,230,230,UPI
16054,2023-10-17,97,12,45116,2,240,480,Cash
16055,2023-03-11,15,2,4455,2,180,360,UPI
16056,2024-05-29,2,3,5143,1,200,200,Card
16057,2025-03-05,85,7,4353,2,210,420,Wallet
16058,2025-09-25,20,7,5560,1,210,210,UPI
16059,2023-02-05,40,6,1600,1,220,220,Cash
16060,2023-08-18,19,8,2781,1,150,150,Card
16061,2025-09-08,54,1,2212,2,120,240,Card
16062,2025-03-12,18,3,5345,2,200,400,Card
16063,2024-09-12,39,1,2022,1,120,120,Wallet
16064,2023-01-25,120,4,4510,1,250,250,Card
16065,2024-08-13,37,8,4629,1,150,150,Card
16066,2023-03-10,59,11,339,1,190,190,Card
16067,2024-03-23,25,10,1289,1,90,90,Card
16068,2025-05-08,94,5,2492,1,80,80,Cash
16069,2023-02-14,110,2,5375,1,180,180,UPI
16070,2023-09-27,87,4,4574,1,250,250,Cash
16071,2023-10-10,45,7,44951,3,210,630,UPI
16072,2024-02-12,129,9,5607,2,230,460,UPI
16073,2023-01-20,77,3,44995,1,200,200,UPI
16074,2024-10-12,84,7,2039,3,210,630,UPI
16075,2024-07-11,136,11,1583,4,190,760,UPI
16076,2024-04-11,48,2,5667,4,180,720,UPI
16077,2025-01-11,146,10,5227,2,90,180,UPI
16078,2024-02-14,42,3,45209,1,200,200,UPI
16079,2024-12-01,77,8,972,1,150,150,Card
16080,2024-09-12,103,4,1284,1,250,250,Cash
16081,2025-07-31,122,7,3566,1,210,210,Card
16082,2024-06-13,51,10,3612,1,90,90,UPI
16083,2023-03-06,124,6,45393,1,220,220,Card
16084,2025-06-19,59,6,5555,1,220,220,UPI
16085,2023-02-06,96,1,2452,4,120,480,UPI
16086,2024-02-04,98,9,1698,1,230,230,UPI
16087,2023-05-10,107,11,5471,1,190,190,UPI
16088,2025-09-12,95,2,4951,1,180,180,UPI
16089,2025-02-19,12,1,5220,1,120,120,Card
16090,2025-06-26,43,11,3559,1,190,190,Cash
16091,2025-02-23,88,7,4662,3,210,630,UPI
16092,2024-05-28,74,12,5059,1,240,240,UPI
16093,2024-11-07,106,4,2307,1,250,250,Card
16094,2024-09-01,83,11,45056,1,190,190,Card
16095,2024-02-08,50,8,3013,1,150,150,UPI
16096,2023-11-14,124,9,2497,3,230,690,UPI
16097,2023-02-24,51,9,2298,2,230,460,Card
16098,2023-05-26,56,1,868,1,120,120,Card
16099,2024-08-27,144,12,2913,2,240,480,Cash
16100,2024-05-26,62,2,5759,4,180,720,Card
16101,2025-09-01,72,3,45536,2,200,400,UPI
16102,2024-07-04,139,3,5132,3,200,600,UPI
16103,2024-11-01,142,11,2499,1,190,190,Cash
16104,2023-07-28,63,3,5122,1,200,200,Cash
16105,2023-12-09,49,3,2005,1,200,200,Card
16106,2025-03-10,18,1,3829,1,120,120,Card
16107,2025-05-18,124,9,3252,5,230,1150,Card
16108,2025-02-03,73,8,1002,1,150,150,Cash
16109,2025-04-04,135,10,45477,1,90,90,Card
16110,2025-03-01,40,2,5121,1,180,180,Card
16111,2025-03-03,10,9,1728,1,230,230,Card
16112,2024-11-18,44,10,1330,1,90,90,UPI
16113,2024-08-14,3,8,45726,1,150,150,UPI
16114,2024-06-23,88,7,3623,2,210,420,Card
16115,2024-10-23,42,4,45691,1,250,250,Card
16116,2025-08-10,34,11,5788,1,190,190,Cash
16117,2025-08-26,71,2,5342,1,180,180,UPI
16118,2024-01-05,20,11,4088,3,190,570,UPI
16119,2023-04-26,114,6,2498,1,220,220,UPI
16120,2023-11-17,131,6,3007,1,220,220,UPI
16121,2024-08-27,41,10,2266,1,90,90,UPI
16122,2025-10-20,7,1,5781,1,120,120,Wallet
16123,2023-03-23,128,5,4299,4,80,320,Card
16124,2024-10-09,99,1,3250,2,120,240,UPI
16125,2025-10-02,75,11,2919,1,190,190,UPI
16126,2023-07-18,141,12,45042,2,240,480,Card
16127,2023-08-03,64,2,3367,2,180,360,Card
16128,2025-07-07,137,5,133,1,80,80,UPI
16129,2023-02-05,92,1,1112,5,120,600,UPI
16130,2023-05-17,115,12,1961,1,240,240,Card
16131,2023-06-01,97,4,5742,1,250,250,UPI
16132,2023-10-28,88,9,4635,1,230,230,Card
16133,2025-05-13,31,8,45125,3,150,450,UPI
16134,2024-08-16,2,2,605,1,180,180,UPI
16135,2023-01-15,112,9,91,1,230,230,UPI
16136,2024-03-10,24,6,1208,2,220,440,UPI
16137,2025-01-18,112,8,5557,1,150,150,UPI
16138,2025-07-04,17,10,731,1,90,90,UPI
16139,2024-03-06,65,8,2685,1,150,150,Wallet
16140,2025-10-30,55,2,1586,1,180,180,UPI
16141,2024-11-25,141,11,45520,1,190,190,UPI
16142,2023-05-04,72,10,4786,1,90,90,Card
16143,2025-06-15,133,6,45361,2,220,440,UPI
16144,2025-08-13,127,5,4833,1,80,80,UPI
16145,2023-01-24,62,9,493,1,230,230,UPI
16146,2023-11-29,78,5,4432,1,80,80,Card
16147,2025-03-01,124,8,45960,3,150,450,Cash
16148,2023-01-26,94,11,45621,1,190,190,Card
16149,2023-11-19,122,10,254,3,90,270,Card
16150,2024-05-26,7,10,5070,1,90,90,UPI
16151,2023-07-08,75,5,510,1,80,80,UPI
16152,2024-02-03,90,2,917,2,180,360,UPI
16153,2025-03-20,36,4,45259,1,250,250,Card
16154,2025-06-30,11,8,1021,2,150,300,UPI
16155,2024-05-16,36,8,4452,2,150,300,Card
16156,2024-01-17,13,3,5270,2,200,400,Card
16157,2025-05-20,136,11,465,3,190,570,Card
16158,2023-09-19,34,4,45115,1,250,250,Card
16159,2025-06-03,16,12,5448,1,240,240,Card
16160,2024-03-26,143,10,2456,3,90,270,Card
16161,2024-04-23,127,9,2678,1,230,230,Card
16162,2023-04-25,100,11,3438,1,190,190,Card
16163,2025-07-04,81,5,45308,2,80,160,Card
16164,2023-07-09,122,2,45797,1,180,180,Card
16165,2024-02-08,104,5,1218,2,80,160,Card
16166,2024-12-14,37,3,663,2,200,400,Card
16167,2025-05-25,82,6,5654,1,220,220,UPI
16168,2023-03-16,1,8,45405,2,150,300,Wallet
16169,2024-07-15,1,5,922,2,80,160,Card
16170,2023-12-29,38,7,6,1,210,210,Card
16171,2024-04-22,119,6,3363,1,220,220,Card
16172,2024-11-15,104,5,1333,1,80,80,Cash
16173,2023-07-19,145,1,45640,3,120,360,Cash
16174,2025-05-21,54,7,2453,1,210,210,UPI
16175,2024-01-07,134,1,4802,2,120,240,Card
16176,2025-07-03,43,4,3297,1,250,250,Cash
16177,2024-07-10,104,3,1507,1,200,200,Card
16178,2023-05-25,145,5,2668,1,80,80,Card
16179,2024-09-27,143,5,4871,2,80,160,UPI
16180,2025-01-06,104,6,3938,3,220,660,UPI
16181,2023-12-01,33,2,500,1,180,180,UPI
16182,2025-09-20,129,12,45298,2,240,480,UPI
16183,2023-03-29,99,11,5695,1,190,190,Cash
16184,2025-05-26,130,2,3785,1,180,180,UPI
16185,2024-05-29,7,11,1410,5,190,950,UPI
16186,2023-12-10,71,2,4952,1,180,180,Cash
16187,2023-07-15,8,11,5884,1,190,190,UPI
16188,2025-10-18,49,8,4332,2,150,300,Cash
16189,2024-09-03,23,7,2320,1,210,210,Cash
16190,2025-02-05,42,8,3027,2,150,300,Wallet
16191,2023-01-13,77,7,1262,1,210,210,Cash
16192,2025-05-14,75,5,2909,1,80,80,Card
16193,2024-02-02,111,9,3206,1,230,230,UPI
16194,2025-03-04,86,3,3156,2,200,400,UPI
16195,2025-03-14,91,10,5780,1,90,90,UPI
16196,2024-09-19,51,10,4407,2,90,180,UPI
16197,2025-08-31,128,8,45693,1,150,150,UPI
16198,2025-04-01,19,11,1843,1,190,190,UPI
16199,2024-10-04,23,8,1453,1,150,150,Card
16200,2024-05-30,114,12,520,1,240,240,Wallet
16201,2024-08-13,135,5,3621,3,80,240,UPI
16202,2025-10-23,39,8,4169,1,150,150,Wallet
16203,2023-08-20,6,11,1742,2,190,380,UPI
16204,2025-07-10,79,10,3459,2,90,180,Wallet
16205,2023-09-17,56,3,736,1,200,200,Card
16206,2024-07-24,131,11,1165,1,190,190,Wallet
16207,2025-10-27,100,6,1342,1,220,220,UPI
16208,2025-10-26,143,8,2321,1,150,150,Card
16209,2025-04-10,109,6,2912,1,220,220,UPI
16210,2025-10-27,13,7,4948,1,210,210,Card
16211,2023-10-16,87,9,5933,2,230,460,Cash
16212,2023-09-04,55,9,817,1,230,230,UPI
16213,2025-03-27,44,4,2672,3,250,750,Cash
16214,2023-09-13,10,9,3034,1,230,230,Wallet
16215,2025-04-13,54,1,3228,1,120,120,UPI
16216,2023-01-03,120,4,1612,1,250,250,Card
16217,2023-06-22,49,7,781,2,210,420,Cash
16218,2025-03-29,109,3,4329,1,200,200,Card
16219,2023-12-06,2,4,4656,1,250,250,UPI
16220,2023-08-28,69,12,45743,2,240,480,UPI
16221,2024-01-17,39,9,45182,1,230,230,UPI
16222,2024-08-03,1,2,4454,1,180,180,Cash
16223,2023-11-22,64,6,1396,1,220,220,UPI
16224,2023-03-06,46,12,1369,1,240,240,Card
16225,2024-11-09,117,6,45745,1,220,220,Cash
16226,2025-03-03,82,12,5228,1,240,240,UPI
16227,2025-03-09,69,3,3825,3,200,600,UPI
16228,2024-06-16,133,12,4877,1,240,240,UPI
16229,2024-10-25,98,3,45507,1,200,200,UPI
16230,2025-04-11,40,12,2710,2,240,480,UPI
16231,2024-04-07,68,2,746,1,180,180,UPI
16232,2024-10-18,140,5,4596,3,80,240,Card
16233,2025-01-23,26,5,3052,1,80,80,UPI
16234,2024-09-28,68,12,1453,3,240,720,UPI
16235,2025-09-19,29,10,3303,1,90,90,UPI
16236,2025-02-08,3,6,4985,1,220,220,UPI
16237,2025-02-19,85,6,364,5,220,1100,Cash
16238,2023-01-29,145,4,45389,1,250,250,Cash
16239,2025-08-06,37,8,45583,1,150,150,UPI
16240,2024-09-12,127,1,45680,2,120,240,UPI
16241,2024-03-08,39,10,3981,1,90,90,UPI
16242,2024-05-18,20,3,561,1,200,200,UPI
16243,2025-05-06,102,1,2805,1,120,120,Card
16244,2023-12-06,135,9,2285,3,230,690,Card
16245,2025-01-15,99,10,2244,1,90,90,UPI
16246,2024-02-22,137,2,523,4,180,720,UPI
16247,2024-03-12,126,1,638,1,120,120,Card
16248,2025-06-11,106,3,45359,1,200,200,UPI
16249,2024-05-20,116,12,558,1,240,240,Card
16250,2025-06-11,8,11,1089,1,190,190,Cash
16251,2025-01-07,1,9,1726,1,230,230,Card
16252,2024-06-03,50,5,5411,4,80,320,Card
16253,2023-08-16,48,10,45344,1,90,90,UPI
16254,2023-05-04,52,6,2150,1,220,220,Cash
16255,2023-12-25,23,1,1333,4,120,480,UPI
16256,2024-07-09,105,5,5771,1,80,80,Card
16257,2025-09-15,56,8,45819,1,150,150,UPI
16258,2023-11-08,101,11,4712,1,190,190,UPI
16259,2023-05-07,1,6,814,1,220,220,Card
16260,2025-01-11,85,8,2883,1,150,150,UPI
16261,2024-05-15,110,2,1271,1,180,180,Card
16262,2024-06-19,26,1,1567,1,120,120,UPI
16263,2024-05-27,59,4,1117,1,250,250,Cash
16264,2025-07-20,78,7,3890,1,210,210,Card
16265,2025-09-03,27,1,5241,2,120,240,UPI
16266,2023-09-04,127,10,197,4,90,360,Card
16267,2025-02-20,59,12,3630,2,240,480,UPI
16268,2025-08-25,135,12,3983,1,240,240,Card
16269,2025-01-28,104,8,406,2,150,300,UPI
16270,2024-03-02,127,6,5231,1,220,220,Cash
16271,2025-04-14,126,5,1585,1,80,80,Card
16272,2024-12-11,51,3,4588,1,200,200,Card
16273,2024-03-05,25,7,45173,1,210,210,Cash
16274,2023-05-16,63,10,45708,1,90,90,Cash
